City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,condom,43.9167,0.3333,18.14,97,81,4.99,FR,1691132733
357,eldorado at santa fe,35.5264,-105.9347,23.82,26,20,4.63,US,1691132734
358,la sarre,48.8002,-79.1996,12.84,95,84,2.56,CA,1691132198
359,miramichi,47.0043,-65.4654,14.59,61,93,3.4,CA,1691132681
360,naze,28.3667,129.4833,28.51,89,100,9.83,JP,1691132735
361,mariinsk,56.2139,87.7472,28.3,42,100,3.14,RU,1691132735
362,boqueirao,-7.5,-36.1333,18.75,93,2,1.6,BR,1691132514
363,pop,40.8736,71.1089,34.27,11,2,2.97,UZ,1691132738
364,vrangel',42.7297,133.0839,19.28,87,100,8.79,RU,1691132738
365,broome,42.2506,-75.833,20.43,87,75,5.66,US,1691132738
366,haninge,59.1678,18.1448,17.64,92,100,0.89,SE,1691132739
367,yeniseysk,58.4497,92.1703,28.34,38,4,3.0,RU,1691132739
368,wanning,18.8003,110.3967,31.81,63,86,8.45,CN,1691132236
369,prince george,53.9166,-122.753,11.81,89,40,0.0,CA,1691132740
370,utrik,11.2278,169.8474,28.62,78,76,5.29,MH,1691132740
371,lisala,2.15,21.5167,22.16,95,100,0.71,CD,1691132741
372,forster,-32.1667,152.5167,17.99,78,49,7.09,AU,1691132742
373,benguela,-12.5763,13.4055,21.07,82,0,1.15,AO,1691132742
374,polyarnyy,69.1989,33.4478,21.23,66,100,8.67,RU,1691132743
375,alofi,-19.0595,-169.9187,21.94,94,100,4.12,NU,1691132223
376,kapuskasing,49.4169,-82.4331,16.05,94,100,4.63,CA,1691132543
377,tomatlan,19.9333,-105.25,25.31,93,100,1.35,MX,1691132744
378,bindki,26.0333,80.6,33.17,61,92,5.19,IN,1691132744
379,zaozersk,69.4005,32.4476,21.33,67,100,6.07,RU,1691132745
380,waldkappel,51.15,9.8833,16.84,89,100,1.39,DE,1691132745
381,ostersund,63.1792,14.6357,13.12,93,100,9.26,SE,1691132746
382,boksitogorsk,59.474,33.8485,18.67,96,100,2.83,RU,1691132746
383,nuuk,64.1835,-51.7216,4.93,100,50,2.24,GL,1691132272
384,dimitrovgrad,54.2139,49.6184,28.5,44,9,1.93,RU,1691132747
385,kerema,-7.9631,145.7785,25.32,81,100,4.52,PG,1691132747
386,salaga,8.5508,-0.5188,23.39,93,58,2.37,GH,1691132748
387,berezovyy,51.6667,135.7,23.24,38,74,3.7,RU,1691132182
388,hajin,34.6927,40.827,36.15,27,0,8.3,SY,1691132749
389,coquimbo,-29.9533,-71.3436,13.85,88,100,1.54,CL,1691132749
390,nacozari de garcia,30.3742,-109.6908,28.16,42,100,2.52,MX,1691132750
391,bulgan,48.8125,103.5347,23.94,55,100,1.46,MN,1691132750
392,praya,14.9215,-23.5087,26.3,83,75,5.66,CV,1691132751
393,xiuyan,40.2928,123.2744,29.59,86,100,3.31,CN,1691132751
394,chos malal,-37.3781,-70.2709,9.43,45,0,1.94,AR,1691132752
395,weno,7.4515,151.8468,28.9,75,100,4.65,FM,1691132752
396,shanhecun,44.7,127.2,25.86,95,100,5.05,CN,1691132753
397,ifrane,33.3333,-5.25,19.72,44,0,1.04,MA,1691132753
398,inari,68.906,27.0288,17.11,99,100,1.82,FI,1691132753
399,talara,-4.5772,-81.2719,21.49,84,66,7.09,PE,1691132754
400,noumea,-22.2763,166.4572,20.56,99,100,8.06,NC,1691132582
401,labytnangi,66.6572,66.4183,27.99,47,9,4.49,RU,1691132273
402,antofagasta,-23.65,-70.4,17.6,91,31,1.17,CL,1691132163
403,murghob,38.1702,73.9667,16.54,32,99,1.2,TJ,1691132756
404,qamdo,31.1667,97.2333,15.7,48,78,1.49,CN,1691132719
405,"laikit, laikit ii (dimembe)",1.4792,124.9735,31.47,58,40,2.57,ID,1691132757
406,point fortin,10.1833,-61.6833,25.5,79,2,3.46,TT,1691132757
407,grajau,-5.8194,-46.1386,23.44,57,0,1.44,BR,1691132758
408,amos,48.5669,-78.1162,10.92,98,17,2.14,CA,1691132520
409,daru,-9.0763,143.2092,25.88,73,13,6.97,PG,1691132759
410,kalevala,65.2,31.1667,17.65,95,100,3.46,RU,1691132759
411,madang,-5.2246,145.7966,27.93,77,34,3.55,PG,1691132759
412,cambridge,43.3601,-80.3127,19.21,90,40,1.54,CA,1691132634
413,el gouna,27.3942,33.6782,34.05,35,0,8.6,EG,1691132760
414,prince albert,53.2001,-105.7677,16.97,88,0,0.0,CA,1691132726
415,serdar,38.9764,56.2757,35.99,36,71,3.48,TM,1691132186
416,highland,34.1283,-117.2086,24.34,53,0,1.54,US,1691132642
417,khandyga,62.6667,135.6,26.14,28,1,2.0,RU,1691132763
418,rio preto da eva,-2.6994,-59.6997,22.07,94,13,0.94,BR,1691132763
419,iwanai,42.9744,140.5089,25.93,88,76,2.81,JP,1691132763
420,plattsmouth,41.0114,-95.8822,23.56,95,100,0.0,US,1691132764
421,westport,41.1415,-73.3579,23.38,78,75,6.69,US,1691132074
422,port moresby,-9.4431,147.1797,28.68,61,20,9.66,PG,1691132765
423,plastun,44.7561,136.2939,16.34,93,100,2.46,RU,1691132765
424,madimba,-10.4,40.3333,23.62,73,20,7.72,TZ,1691132765
425,kurchatov,51.6601,35.6521,25.23,55,3,3.05,RU,1691132766
426,kudahuvadhoo,2.6708,72.8944,28.31,68,100,1.43,MV,1691132766
427,tazacorte,28.629,-17.9293,25.08,63,40,6.17,ES,1691132767
428,ad dawadimi,24.5077,44.3924,36.64,10,17,6.65,SA,1691132767
429,petauke,-14.2426,31.3253,17.16,53,0,5.01,ZM,1691132767
430,kaa-khem,51.6833,94.7333,22.32,65,100,1.48,RU,1691132768
431,khalis,33.82,44.5264,40.76,17,0,7.61,IQ,1691132768
432,kuanda,56.3161,116.0806,25.82,34,23,2.8,RU,1691132769
433,al wajh,26.2455,36.4525,31.97,58,0,2.06,SA,1691132483
434,gorno-altaysk,51.9561,85.955,21.84,88,100,2.49,RU,1691132769
435,trujillo,-8.116,-79.03,20.98,88,100,2.57,PE,1691132770
436,sao vicente,-23.9631,-46.3919,20.55,26,21,1.94,BR,1691132770
437,slave lake,55.2834,-114.769,14.99,82,0,4.63,CA,1691132770
438,portland,45.5234,-122.6762,22.99,63,0,3.09,US,1691132139
439,le port,-20.9373,55.2919,24.98,91,26,2.33,RE,1691132771
440,dwarka,22.2394,68.9678,28.51,80,84,9.28,IN,1691132772
441,pyapon,16.2833,95.6833,31.49,63,88,8.02,MM,1691132773
442,smithers,54.7804,-127.1743,16.18,77,100,2.57,CA,1691132773
443,aioun,16.6614,-9.6149,30.64,52,0,6.55,MR,1691132260
444,buala,-8.145,159.5921,26.56,84,100,0.9,SB,1691132775
445,kilifi,-3.6305,39.8499,26.48,65,53,8.8,KE,1691132775
446,freeport,40.6576,-73.5832,23.14,74,100,5.66,US,1691132663
447,hino,35.6731,139.4003,36.32,45,0,5.81,JP,1691132776
448,akureyri,65.6835,-18.0878,5.96,93,75,1.03,IS,1691132674
449,millville,39.4021,-75.0393,21.66,78,100,0.0,US,1691132776
450,hasaki,35.7333,140.8333,36.28,75,21,9.45,JP,1691132777
451,sprockhovel,51.35,7.25,16.12,86,87,2.34,DE,1691132777
452,shimanovsk,52.0,127.7,25.94,26,100,3.84,RU,1691132778
453,huruta,8.15,39.35,19.37,71,14,2.16,ET,1691132778
454,las tablas,7.7667,-80.2833,26.76,99,95,3.42,PA,1691132779
455,wokha,26.1,94.2667,20.09,95,100,1.01,IN,1691132779
456,paradip garh,20.3167,86.6167,32.93,57,100,7.91,IN,1691132779
457,gamba,-2.65,10.0,21.33,80,20,3.41,GA,1691132780
458,suva,-18.1416,178.4415,22.71,73,75,4.12,FJ,1691132538
459,cockburn town,21.4612,-71.1419,28.62,77,100,6.45,TC,1691132781
460,torit,4.4133,32.5678,26.16,65,99,1.59,SS,1691132781
461,yenifakili,39.2114,35.0004,26.4,29,0,4.27,TR,1691132233
462,ballina,-28.8667,153.5667,17.1,73,41,3.17,AU,1691132497
463,hassi messaoud,31.6804,6.0729,31.92,18,0,1.54,DZ,1691132782
464,ad dilam,23.9915,47.1627,39.23,8,9,5.98,SA,1691132783
465,ketchikan,55.3422,-131.6461,14.99,82,0,0.0,US,1691132750
466,dalandzadgad,43.5708,104.425,31.36,21,3,4.51,MN,1691132783
467,namibe,-15.1961,12.1522,19.8,73,1,2.97,AO,1691132784
468,la'ie,21.6477,-157.9253,26.98,75,33,6.45,US,1691132785
469,olanchito,15.5,-86.5667,23.91,98,100,1.13,HN,1691132785
470,man,7.4125,-7.5538,22.25,100,97,0.59,CI,1691132785
471,aromashevo,56.8602,68.6375,23.39,70,91,1.95,RU,1691132786
472,san pedro,14.35,121.0167,31.81,74,40,7.2,PH,1691132786
473,langtoucun,40.0261,124.3286,28.32,83,100,5.08,CN,1691132787
474,kidal,18.4411,1.4078,31.75,35,52,4.26,ML,1691132234
475,muromtsevo,56.3724,75.2418,26.67,54,17,3.77,RU,1691132788
476,lompoc,34.6391,-120.4579,13.9,82,100,10.28,US,1691132788
477,winkler,49.1817,-97.941,16.12,82,100,1.03,CA,1691132542
478,maloye ganyushkino,46.6,49.2667,34.13,27,65,1.36,KZ,1691132789
479,almenara,-16.1836,-40.6944,16.64,97,1,0.26,BR,1691132790
480,ad dabbah,18.05,30.95,34.54,36,13,8.31,SD,1691132790
481,bethanie,-26.4833,17.15,16.36,23,50,1.77,NA,1691132791
482,dampit,-8.2116,112.7493,26.86,54,26,3.88,ID,1691132791
483,yinchuan,38.4681,106.2731,26.91,42,100,6.29,CN,1691132792
484,luau,-10.7073,22.2247,20.63,38,0,3.78,AO,1691132792
485,momlingen,49.8597,9.0833,17.44,93,100,0.58,DE,1691132793
486,nemuro,43.3236,145.575,19.89,90,35,7.01,JP,1691132793
487,klaksvik,62.2266,-6.589,9.51,83,100,6.02,FO,1691132794
488,acapulco de juarez,16.8634,-99.8901,25.9,89,75,3.6,MX,1691132794
489,heunghae,36.1125,129.3522,32.58,61,31,3.17,KR,1691132795
490,pico truncado,-46.7949,-67.9573,4.47,55,0,10.74,AR,1691132796
491,patacamaya,-17.2333,-67.9167,3.32,69,0,2.3,BO,1691132796
492,koungheul,13.9833,-14.8,26.07,88,74,2.21,SN,1691132797
493,aginskoye,51.1,114.53,25.86,22,100,3.43,RU,1691132797
494,greenville,35.6127,-77.3663,24.97,84,100,2.57,US,1691132727
495,malpura,26.2833,75.3833,31.82,57,86,3.9,IN,1691132798
496,nogliki,51.8333,143.1667,17.82,66,100,1.64,RU,1691132719
497,hutchinson,38.0608,-97.9298,24.85,88,0,4.63,US,1691132534
498,sidney,-33.8679,151.2073,22.69,63,0,6.69,AU,1691132655
499,sweetwater,25.7634,-80.3731,28.32,89,40,1.54,US,1691132799
500,awka,6.2101,7.0741,23.3,93,100,2.25,NG,1691132800
501,oranjemund,-28.55,16.4333,13.97,63,0,3.26,NA,1691132800
502,newman,37.3138,-121.0208,18.19,76,0,1.84,US,1691132800
503,illapel,-31.6308,-71.1653,16.9,51,39,0.66,CL,1691132771
504,hastings,50.8552,0.5729,16.86,34,98,4.81,GB,1691132801
505,leamington,42.0549,-82.6062,21.93,83,3,4.33,CA,1691132802
506,mota del cuervo,39.5101,-2.8738,17.43,49,0,8.38,ES,1691132802
507,yorkville,41.6411,-88.4473,22.15,95,100,1.59,US,1691132802
508,quellon,-43.1167,-73.6167,7.14,87,75,3.6,CL,1691132803
509,rijau,11.103,5.2507,23.67,85,33,2.02,NG,1691132804
510,van wert,40.8695,-84.5841,19.56,91,94,1.34,US,1691132804
511,bulawayo,-20.15,28.5833,11.77,57,2,4.59,ZW,1691132805
512,puerto santa,-8.9906,-78.6456,19.39,83,64,4.39,PE,1691132805
513,nizhnevartovsk,60.9344,76.5531,28.01,44,0,4.92,RU,1691132805
514,mirny,62.5353,113.9611,22.71,41,100,3.68,RU,1691132806
515,fukuecho,32.6881,128.8419,29.52,76,85,4.71,JP,1691132806
516,satu mare,47.8,22.8833,28.14,71,0,2.06,RO,1691132807
517,mangalia,43.8,28.5833,28.21,60,0,4.39,RO,1691132807
518,ivolginsk,51.7492,107.2837,21.81,68,40,3.0,RU,1691132807
519,bellmere,-27.0875,152.923,21.16,70,9,2.83,AU,1691132808
520,geraldton,-28.7667,114.6,17.23,55,0,7.2,AU,1691132808
521,zouerate,22.7187,-12.4521,26.87,29,67,6.73,MR,1691132809
522,ebon,4.582,168.6964,29.35,71,18,4.49,MH,1691132809
523,sinop,41.7711,34.8709,22.24,41,0,2.38,TR,1691132810
524,saint-leu,-21.15,55.2833,24.46,91,20,8.27,RE,1691132810
525,kristiansund,63.1115,7.732,13.36,88,75,3.6,NO,1691132810
526,sorong,-0.8833,131.25,27.18,81,100,1.94,ID,1691132811
527,bandon,51.7469,-8.7425,12.77,89,100,2.23,IE,1691132811
528,gangtok,27.3333,88.6167,21.24,93,100,1.67,IN,1691132812
529,bollullos par del condado,37.3413,-6.5397,23.71,28,1,2.86,ES,1691132812
530,beidao,34.5686,105.8933,34.06,34,30,0.95,CN,1691132813
531,smolenskoye,52.3044,85.0781,23.05,76,100,4.46,RU,1691132813
532,banda aceh,5.5577,95.3222,31.05,62,34,6.36,ID,1691132814
533,guarapari,-20.6667,-40.4975,18.83,75,0,4.27,BR,1691132814
534,gadzhiyevo,69.2551,33.3362,21.26,67,100,8.52,RU,1691132228
535,guaimaca,14.5333,-86.8167,19.45,98,100,0.86,HN,1691132815
536,geneina,13.45,22.45,23.01,78,100,1.91,SD,1691132816
537,christchurch,-43.5333,172.6333,8.11,76,98,3.09,NZ,1691132793
538,hammerfest,70.6634,23.6821,19.25,77,75,2.06,NO,1691132218
539,tuncurry,-32.1667,152.5,17.97,78,50,0.45,AU,1691132663
540,mandalgovi,45.7625,106.2708,27.02,32,11,2.05,MN,1691132817
541,tongliao,43.6125,122.2653,28.26,62,100,3.62,CN,1691132818
542,polewali,-3.4324,119.3435,28.99,75,74,2.03,ID,1691132818
543,saint-francois,46.4154,3.9054,14.69,94,100,5.14,FR,1691132819
544,correntina,-13.3433,-44.6367,18.91,56,17,0.73,BR,1691132819
545,amga,60.8953,131.9608,22.95,51,99,2.03,RU,1691132820
546,ciudad guadalupe victoria,24.4497,-104.1225,20.47,39,41,2.78,MX,1691132821
547,kruisfontein,-34.0033,24.7314,17.42,44,100,5.7,ZA,1691132821
548,toliara,-23.35,43.6667,24.78,45,0,4.44,MG,1691132261
549,sitka,57.0531,-135.33,15.94,77,20,1.54,US,1691132822
550,patong,7.8961,98.2966,30.08,74,59,6.0,TH,1691132823
551,san pelayo,8.9583,-75.8363,25.49,95,100,1.33,CO,1691132823
552,al jubayl,27.0112,49.6583,39.21,33,1,7.42,SA,1691132824
553,bridgewater,44.3835,-64.5155,8.95,95,70,0.83,CA,1691132824
554,paso de los toros,-32.8167,-56.5167,8.87,79,33,3.47,UY,1691132824
555,dhuusamarreeb,5.535,46.3861,29.43,42,34,11.45,SO,1691132825
556,redencao,-4.2258,-38.7306,21.17,95,24,1.5,BR,1691132825
557,punta del este,-34.9667,-54.95,7.71,80,0,2.06,UY,1691132529
558,mandera,3.9366,41.867,29.28,39,46,9.72,KE,1691132544
559,kill devil hills,36.0307,-75.676,25.55,70,100,2.57,US,1691132826
560,poyarkovo,49.6,128.6833,18.99,64,100,3.27,RU,1691132827
561,maragogi,-9.0122,-35.2225,22.71,69,34,3.3,BR,1691132827
562,porto novo,6.4965,2.6036,24.89,85,91,2.85,BJ,1691132828
563,georgetown,5.4112,100.3354,32.96,66,20,6.17,MY,1691132828
564,koungou,-12.7336,45.2042,28.84,65,40,6.69,YT,1691132829
565,higuera de zaragoza,25.95,-109.2833,30.83,63,99,2.39,MX,1691132829
566,tenkodogo,11.78,-0.3697,24.96,82,7,4.97,BF,1691132829
567,xinshi,31.047,113.141,34.56,61,5,3.63,CN,1691132830
568,lodeynoye pole,60.726,33.5531,17.36,98,100,2.94,RU,1691132830
569,papao,-17.75,-149.55,24.81,76,100,5.88,PF,1691132831
570,brookings,44.3114,-96.7984,21.7,92,0,0.0,US,1691132819
571,belozersk,60.0326,37.7957,21.41,90,83,4.66,RU,1691132832
572,leh,34.1667,77.5833,22.97,32,77,2.59,IN,1691132777
573,brisas de zicatela,15.8369,-97.0419,26.78,77,73,1.72,MX,1691132833
574,malyn,50.7723,29.2383,25.14,59,6,1.68,UA,1691132833
575,scarborough,54.2797,-0.4044,15.37,86,83,1.79,GB,1691132833
576,kimbe,-5.5502,150.1429,26.93,73,100,4.29,PG,1691132834
577,media luna,20.1419,-77.435,26.22,84,1,4.44,CU,1691132834
